  7.030348e+000  6.732540e+000  6.503415e+000  7.292744e+000  8.390424e+000  9.240466e+000  9.453198e+000  9.313560e+000  9.326363e+000  9.906821e+000
  9.846491e+000  9.496245e+000  1.190374e+001  1.370544e+001  1.519274e+001  1.765694e+001  1.971803e+001  2.069133e+001  2.036044e+001  1.780456e+001
  6.716626e+000  5.891777e+000  5.827741e+000  6.914789e+000  8.696941e+000  1.033725e+001  1.039678e+001  9.784799e+000  9.539883e+000  9.344644e+000
  9.078768e+000  9.218015e+000  1.092270e+001  1.314467e+001  1.617705e+001  1.897619e+001  2.277095e+001  2.565067e+001  2.158257e+001  1.808731e+001
  6.464751e+000  5.802871e+000  4.869683e+000  6.684422e+000  8.906454e+000  1.226463e+001  1.036825e+001  9.527168e+000  9.423436e+000  8.496302e+000
  8.111659e+000  8.223905e+000  9.289421e+000  1.150367e+001  1.620042e+001  1.695836e+001  2.136320e+001  3.306150e+001  2.070997e+001  1.535434e+001
  7.218554e+000  6.842314e+000  6.624610e+000  7.207082e+000  8.108562e+000  8.768985e+000  8.474569e+000  7.994907e+000  7.575332e+000  7.114827e+000
  6.773596e+000  6.712428e+000  7.082199e+000  7.994401e+000  9.242956e+000  1.056011e+001  1.252280e+001  1.452763e+001  1.398402e+001  1.291098e+001
  8.265508e+000  8.572440e+000  8.728534e+000  8.051844e+000  7.156296e+000  6.486032e+000  6.417224e+000  6.293564e+000  6.056222e+000  5.874294e+000
  5.543378e+000  5.266747e+000  5.316568e+000  5.240980e+000  5.182689e+000  5.835791e+000  6.376552e+000  6.649320e+000  8.016059e+000  9.320500e+000
  9.184030e+000  1.013250e+001  1.187098e+001  8.748561e+000  6.572924e+000  4.739234e+000  5.249292e+000  5.327606e+000  5.005701e+000  5.231690e+000
  5.006627e+000  4.265442e+000  4.606364e+000  4.166986e+000  3.032275e+000  4.044553e+000  4.123416e+000  3.167657e+000  5.462317e+000  7.576066e+000
  1.008353e+001  1.056958e+001  1.033919e+001  8.668081e+000  6.826351e+000  5.745357e+000  5.390697e+000  5.222111e+000  5.131944e+000  5.357004e+000
  5.460937e+000  5.368593e+000  5.409093e+000  5.023828e+000  4.427335e+000  4.546483e+000  4.515828e+000  4.578007e+000  5.925371e+000  7.874711e+000
  1.022542e+001  1.015432e+001  9.616511e+000  8.595390e+000  7.795268e+000  6.886394e+000  6.232008e+000  5.659136e+000  5.485331e+000  6.139689e+000
